DATE,AMOUNT,DESCRIPTION,CATEGORY,CATEGORY GROUP,ACCOUNT,TO ACCOUNT,PROJECT,NOTES
"2021-06-02",-96.7,"PASCO LIMITED PERTH PH2","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-06-01",-44,"ALISTAIR MACNAIR 400000000769576140","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-06-01",-229.3,"Standing order PERTH & KINROSS CO 834700 11570174","Council Tax","Household","070436 XXXX9656","N/A","N/A",
"2021-06-01",-94,"B & Q 1361 PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-06-01",44,"Bank credit A MacNair 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-06-01",-89.99,"MCAFEE *WWW.MCAFEE.COM 0800-028-7581","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-06-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2021-06-01",-40,"P & K IP PERTH NW","Home maintenance","Household","489396XXXXXX2001","N/A","N/A",
"2021-06-01",-16.49,"HPI INSTANT INK UK WWW.HP.COM","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-05-31",23,"DVSA *LEARNER LONDON 85481471151311164044497","Liam","Gifts and giving","MR ALISTAIR MACNAIR","N/A","N/A",
"2021-05-31",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-05-28",-9.99,"GOOGLE *Google Play Ap g.co/helppay#","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-05-28",-65.2,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-05-28",-6.8,"WM MORRISONS STORE PERTH","Groceries","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-05-28",-18.99,"THE RANGE PERTH","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-05-27",-114.39,"AMZNMktplace amazon.co.uk","General merchandise","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-05-27",-56.5,"LORNA DAVIES FLORIST PERTH","June","Gifts and giving","489396XXXXXX2001","N/A","N/A",
"2021-05-26",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-05-26",-9.15,"TESCO STORE 3008 PERTH 3","Groceries","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-05-26",-1.7,"PERTH & KINROSS COUNCI PERTH NW","Travel","Transport","489396XXXXXX2001","N/A","N/A",
"2021-05-25",14.85,"LLOYDS BANKING GRO","Savings & investments income","Income","Mr Alistair MacNair","N/A","N/A",
"2021-05-25",-100,"THE C00PERATIVE FOOD PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-05-25",-3,"CASH FEE","Service fees & bank charges","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-05-25",-12.85,"CLINTONS 440 PERTH SW","June","Gifts and giving","489396XXXXXX2001","N/A","N/A",
"2021-05-24",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-05-24",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-05-24",-22.7,"ALADDINS TAKEAWAY PERTH","Eating out","Entertainment","489396XXXXXX2001","N/A","N/A",
"2021-05-24",-1040,"Payment to MICHAEL LAMB","Garden","Household","070436 XXXX9656","N/A","N/A",
"2021-05-24",-6.19,"MOONPIG LONDON","June","Gifts and giving","489396XXXXXX2001","N/A","N/A",
"2021-05-24",-49.99,"PlaystationNetwork London","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-05-20",3479.46,"LLOYDS BANK PLC 80038486","Salary","Income","Mr Alistair MacNair","N/A","N/A",
"2021-05-20",-40.26,"Visa purchase TESCO PAY AT PUMP 3796","Fuel","Transport","070436 XXXX9656","N/A","N/A",
"2021-05-20",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-05-19",-11.99,"GOOGLE *YouTubePremium g.co/helppay#","Online services","Bills and utilities","489396XXXXXX2001","N/A","N/A",
"2021-05-18",-57.5,"JustGiving London","Charitable giving","Gifts and giving","489396XXXXXX2001","N/A","N/A",
"2021-05-18",-29.05,"BENDERLOCH SUPERMARKET OBAN","Groceries","Shopping","489396XXXXXX2001","N/A","N/A",
"2021-05-18",-135.3,"CTD PERTH 9946","Home improvement","Household","489396XXXXXX2001","N/A","N/A",
"2021-05-13",-100,"ATM Withdrawal SANTANDER","Cash withdrawals","Cash","070436 XXXX9656","N/A","N/A",
"2021-05-11",-450,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-05-10",-13,"Payment to DIRECT SHINE","Home maintenance","Household","070436 XXXX9656","N/A","N/A",
"2021-05-07",79,"DIRECT DEBIT RECEIVED, THANK YOU 0512687112400000000350","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",
"2021-05-07",-79,"Direct debit SAINSBURYS BANK PL 400250 41418467","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-05-06",-22.47,"Direct debit L&G COLLECTIONS 560061 45012318","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-05-06",-58.99,"Direct debit PAYPAL PAYMENT 609242 40317401","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-05-05",-130,"Contactless Payment PAGAZZI LIGHTING GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-05-05",-139.46,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-05-04",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-05-04",-229.3,"Standing order PERTH & KINROSS CO 834700 11570174","Council Tax","Household","070436 XXXX9656","N/A","N/A",
"2021-05-04",-20,"Direct debit FAMILY EQUITY PLAN 600001 36238007","Liam","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-05-04",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2021-05-04",-150,"Payment to JUNE MACNAIR","June","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-05-03",-425,"Standing order MORTGAGE 070094 44444445","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-05-03",-874.34,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-05-03",-140,"Contactless Payment IKEA LTD 266 GLASGOW MAIN GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-05-03",-42.92,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-05-03",-55.14,"Contactless Payment TESCO PFS 3796 GOOGLE 5580","Fuel","Transport","070436 XXXX9656","N/A","N/A",
"2021-05-01",-118.09,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-05-01",-28.6,"Contactless Payment SEVEN SPICES GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-04-30",-12.5,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-04-30",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-04-28",-70.48,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-04-26",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-04-24",-14.5,"Contactless Payment BLASTA TAKEAWAY GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-04-22",-177,"ALISTAIR MACNAIR 500000000745648077","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-04-22",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-04-22",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-04-22",177,"Bank credit A MacNair 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-04-21",-800,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-04-21",-196.04,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-04-21",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-04-21",-1.34,"Transfer to 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-04-20",3609.33,"LLOYDS BANK PLC 80035361","Salary","Income","Mr Alistair MacNair","N/A","N/A",
"2021-04-20",1000,"Transfer from 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-04-19",-23.26,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-04-17",-11.5,"Visa purchase JUSTGIVING.COM GOOGLE 5580","Charitable giving","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-04-15",-805.41,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-04-15",-16.9,"Contactless Payment BLASTA TAKEAWAY GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-04-12",-61.82,"Visa purchase TESCO PAY AT PUMP 3796","Fuel","Transport","070436 XXXX9656","N/A","N/A",
"2021-04-12",-14.85,"Contactless Payment MCDONALDS GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-04-09",-1.99,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-04-09",-18.3,"Contactless Payment SUMUP *HAPPY VALLEY TAKE GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-04-06",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-04-06",-20,"Direct debit FAMILY EQUITY PLAN 600001 36238007","Liam","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-04-06",-22.47,"Direct debit L&G COLLECTIONS 560061 45012318","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-04-06",-128.98,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-04-05",-425,"Standing order MORTGAGE 070094 44444445 2021-04-04","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-04-05",-52.44,"Contactless Payment TESCO PFS 3796 GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-04-05",-4.49,"Contactless Payment SPAR GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-04-05",-15.9,"Contactless Payment CHILLI PEPPER GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-04-05",-26,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-04-03",-874.34,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-04-03",-12,"Contactless Payment BLASTA TAKEAWAY GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-04-03",-39.89,"Contactless Payment TESCO STORE 3008 GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-04-03",-97.12,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-04-02",-8.4,"Contactless Payment CHINA CHINA PERTH LTD GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-04-01",-229.23,"Payment to PERTH & KINROSS CO 834700 11570174","Council Tax","Household","070436 XXXX9656","N/A","N/A",
"2021-04-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2021-03-31",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-03-29",-65.09,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-03-29",-300,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-03-29",-22.2,"Contactless Payment BLASTA TAKEAWAY GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-03-27",-1000,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-03-27",1000,"Transfer from 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-03-26",-29.42,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-03-26",-39.93,"Contactless Payment WICKES PERTH GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-03-25",-1,"Contactless Payment WM MORRISONS STORE GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-03-25",-13,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-03-24",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-03-24",-9.71,"Contactless Payment SPAR GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-03-24",-24,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-03-22",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-03-22",-79,"Amazon Prime*MU4LJ6TO4 amzn.co.uk/pm LUX 52692011080200795407568","Subscriptions","Entertainment","MR ALISTAIR MACNAIR","N/A","N/A",
"2021-03-22",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-03-22",-3.45,"Contactless Payment SPAR GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-03-22",-4.94,"Contactless Payment SPAR GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-03-22",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-03-19",3456,"LLOYDS BANK PLC 80048047","Salary","Income","Mr Alistair MacNair","N/A","N/A",
"2021-03-19",-6.65,"Contactless Payment MARTIN MCCOLL GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-03-19",-8.4,"Contactless Payment CHINA CHINA PERTH LTD GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-03-18",-7.58,"Contactless Payment SUBWAY @ MFG BROXDEN GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-03-18",-40,"Contactless Payment PRETTY PAWS GOOGLE 5580","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-03-15",-35.97,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-03-15",-1,"Contactless Payment NYA*Air-Serv GOOGLE 5580","Car running costs","Transport","070436 XXXX9656","N/A","N/A",
"2021-03-15",-8.75,"Contactless Payment SPAR GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-03-15",-25.82,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-03-15",-70,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-03-15",-86.75,"Contactless Payment MARKS&SPENCER PLC SF GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-03-10",-100,"Payment to MORTGAGE","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-03-10",-18.2,"Contactless Payment CHINA CHINA PERTH LTD","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-03-10",-39.9,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-03-08",-161.87,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-03-08",-128.98,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-03-08",-0.5,"Transfer to 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-03-08",-580,"Transfer to 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-03-04",-20,"Family Equity Plan","Liam","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-03-03",-874.34,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-03-03",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-03-03",-22.46,"Direct debit L&G COLLECTIONS 560061 45012318","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-03-02",-14.5,"Contactless Payment MARINI'S GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-03-01",-67.04,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-03-01",-50.33,"Visa purchase ASDA PETROL/UPT 4960","Fuel","Transport","070436 XXXX9656","N/A","N/A",
"2021-03-01",-300,"Payment to MORTGAGE","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-03-01",-156.71,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-03-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2021-03-01",-200,"Transfer to 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-02-28",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-02-27",-10.12,"Contactless Payment BROXDEN DENTAL - NHS T","Healthcare","Health","070436 XXXX9656","N/A","N/A",
"2021-02-27",-13.5,"Contactless Payment MARINI'S GOOGLE 5580","Eating out","Entertainment","070436 XXXX9656","N/A","N/A",
"2021-02-25",-125.13,"Payment to NEWTON PROPERTY","Rent payments","Rent payment","070436 XXXX9656","N/A","N/A",
"2021-02-24",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-22",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-02-22",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-02-22",-1,"Contactless Payment NYA*Air-Serv GOOGLE 5580","Car running costs","Transport","070436 XXXX9656","N/A","N/A",
"2021-02-22",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-02-19",3456.01,"LLOYDS BANK PLC 80045489","Salary","Income","Mr Alistair MacNair","N/A","N/A",
"2021-02-19",-157.5,"Visa purchase TVLICENSING.CO.UK","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-02-17",519.64,"PAYMENT RECEIVED - THANK YOU 020707043605369656GBP","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",
"2021-02-17",-519.64,"Payment to SAINSBURYS CLASSIC","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-02-17",519.64,"PAYMENT RECEIVED - THANK YOU 020707043605369656GBP","Credit card payments","Transfers","MR ALISTAIR MACNAIR","N/A","N/A",
"2021-02-17",-19.3,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-02-16",-11.99,"Visa purchase GOOGLE *YouTubePremium","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-02-15",-533,"Payment to SELECT CREDIT CARD 2021-02-13","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-02-15",-4.04,"Transfer to 0572/338202187 2021-02-13","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-02-13",21.9,"Visa credit B & Q 1361","Other income","Income","070436 XXXX9656","N/A","N/A",
"2021-02-13",-1.18,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-02-13",-10.99,"Visa purchase AMZNMKTPLACE AMAZON.CO.UK","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-13",-17.94,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-02-13",-29.35,"Contactless Payment TESCO STORE 3008 GOOGLE 5580","Groceries","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-13",-128.4,"Visa purchase B&Q DIRECT","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-02-12",-29.3,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-11",-49.25,"Visa purchase DIRECT2FLORIST","June","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-02-09",-27.56,"Visa purchase SCOTTISHPOWER","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-02-08",-153.81,"Payment to SELECT CREDIT CARD 2021-02-07","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-02-08",-15.99,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-06",510.76,"Bank credit CURRIES REMOVALS AND STORAGE LTD 090129 27572926","Other income","Income","070436 XXXX9656","N/A","N/A",
"2021-02-06",-26.98,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-05",-17.99,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-04",-20,"Direct debit FAMILY EQUITY PLAN 600001 36238007","Liam","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-02-03",-874.34,"To mortgage a/c A MACNAIR 72663742203","Mortgages","Repayments","070436 XXXX9656","N/A","N/A",
"2021-02-03",-22.67,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-03",-24.35,"Direct debit AIG LIFE LTD 400250 81392549","Household insurance","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-02-03",-22.75,"Direct debit L&G COLLECTIONS 560061 45012318","Tanski","Gifts and giving","070436 XXXX9656","N/A","N/A",
"2021-02-03",-147.91,"Direct debit BT GROUP PLC 200000 10596159","TV & internet","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-02-02",-28.05,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-02",-85,"Contactless Payment B & Q 1361 GOOGLE 5580","Home improvement","Household","070436 XXXX9656","N/A","N/A",
"2021-02-01",-390,"ALISTAIR MACNAIR 100000000709032348","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-02-01",-13.99,"Visa purchase AMZNMKTPLACE AMAZON.CO.UK","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-01",-11.99,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-02-01",390,"Bank credit A MacNair 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-02-01",-289.85,"Direct debit RCIFINSERV-OMEGA 601732 10616098","Car Loan","Transport","070436 XXXX9656","N/A","N/A",
"2021-02-01",-300,"Transfer to 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-02-01",-390,"Transfer to 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-02-01",-0.16,"Transfer to 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-01-31",-13,"Monthly Account Fee","Service fees & bank charges","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-01-30",-20.99,"Visa purchase AMZNMKTPLACE AMAZON.CO.UK","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-30",-23.89,"Visa purchase SCOTTISHPOWER","Utilities","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-01-29",-20.99,"Visa purchase GOOGLE *Google Play Ap","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-01-28",-68.54,"Direct debit EE LIMITED 400250 41254987","Telephone & mobile","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-01-28",-22.99,"Visa purchase HPI INSTANT INK UK","Printing","Business","070436 XXXX9656","N/A","N/A",
"2021-01-27",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-01-26",-12,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-25",-1000,"ALISTAIR MACNAIR 100000000705046076","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-01-25",1000,"Bank credit A MacNair 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-01-25",-962.27,"Payment to SELECT CREDIT CARD","Credit card payments","Transfers","070436 XXXX9656","N/A","N/A",
"2021-01-25",-0.81,"Transfer to 0572/338202187","Savings","Cash","070436 XXXX9656","N/A","N/A",
"2021-01-23",-15.19,"Visa purchase AMZNMktplace","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-22",-3450,"MY NATIONWIDE","Transfers","Transfers","Mr Alistair MacNair","N/A","N/A",
"2021-01-22",3450,"Transfer from A MACNAIR 804735 11002165","Transfers","Transfers","070436 XXXX9656","N/A","N/A",
"2021-01-20",4101.65,"LLOYDS BANK PLC 80053962","Salary","Income","Mr Alistair MacNair","N/A","N/A",
"2021-01-20",-7.67,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-20",-17.94,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
"2021-01-20",-14.99,"Direct debit PAYPAL PAYMENT 609242 40317401","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-01-16",-11.99,"Visa purchase GOOGLE *YouTubePremium","Online services","Bills and utilities","070436 XXXX9656","N/A","N/A",
"2021-01-14",-22.79,"Direct debit PAYPAL PAYMENT 609242 40317401","General merchandise","Shopping","070436 XXXX9656","N/A","N/A",
