Trans_Date,Category,Sub_Category,Trans_Description,Trans_Amount,Year,Month_Number,Day_Number
2018-06-03,Computer,Google Play,Google Play,-6.35,2018,6,3
2018-06-03,Family:Liam,Scotkart,Scotkart,-50.0,2018,6,3
2018-06-03,Shopping,Shopping,Shopping,-2.5,2018,6,3
2018-06-04,Car:Car Loan,FCA - Fiat Loan,FCA - Fiat Loan,-179.69,2018,6,4
2018-06-04,Food:Lunch,Lunch At Work,Lunch At Work,-3.6,2018,6,4
2018-06-04,Food:Take Away,7 Spice,7 Spice,-12.5,2018,6,4
2018-06-04,Food:Take Away,KFC,KFC,-12.32,2018,6,4
2018-06-04,Food:Take Away,MacDonalds,MacDonalds,-2.38,2018,6,4
2018-06-04,Household:Mortgage,Mortgage Express,Mortgage Express,-50.0,2018,6,4
2018-06-04,Shopping,Shopping Asda,Shopping Asda,-3.29,2018,6,4
2018-06-05,Household:Phone - Broadband,BT,BT,-75.09,2018,6,5
2018-06-05,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,109.44,2018,6,5
2018-06-05,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-109.44,2018,6,5
2018-06-06,Car,Car Wash,Car Wash,-6.0,2018,6,6
2018-06-06,Self,JD Sports,JD Sports,-130.05,2018,6,6
2018-06-06,Shopping,Shopping,Shopping,-23.0,2018,6,6
2018-06-06,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,38.72,2018,6,6
2018-06-06,Transfer (Outward),Transfer to Nationwide Credit Card,Transfer to Nationwide Credit Card,-38.72,2018,6,6
2018-06-06,Vacation:Holiday Spending,Canada ETA - USA,Canada ETA - USA,-65.74,2018,6,6
2018-06-06,Vacation:Holiday Spending,Non Sterling Fee,Non Sterling Fee,-1.81,2018,6,6
2018-06-07,Household:Council Tax,South Lanarkshire Council,South Lanarkshire Council,-247.0,2018,6,7
2018-06-08,Food:Take Away,7 Spice,7 Spice,-12.2,2018,6,8
2018-06-08,Vacation:Holiday Spending,WH Smiths,WH Smiths,-4.99,2018,6,8
2018-06-08,Vacation:Holiday Spending,Dollars,Dollars,-32.91,2018,6,8
2018-06-11,Family:Liam,Liam,Liam,-20.0,2018,6,11
2018-06-11,Vacation:Holiday Spending,Car Rental,Car Rental,-158.87,2018,6,11
2018-06-12,Bank:Bank Charges,Bank Interest,Bank Interest,-5.1,2018,6,12
2018-06-12,Bank:Bank Charges,Bank Interest,Bank Interest,-60.12,2018,6,12
2018-06-13,Income,Salary -  Bonus,Salary -  Bonus,3968.13,2018,6,13
2018-06-14,Family:June,Amazon Book,Amazon Book,-3.99,2018,6,14
2018-06-14,Transfer (Inward),Transfer from BoS,Transfer from BoS,3970.0,2018,6,14
2018-06-14,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,3900.0,2018,6,14
2018-06-14,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3970.0,2018,6,14
2018-06-14,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-3900.0,2018,6,14
2018-06-15,Car,Merc Service,Merc Service,-36.0,2018,6,15
2018-06-15,Family:Liam,Go Henry,Go Henry,-60.0,2018,6,15
2018-06-15,Vacation:Holiday Spending,Bell Centre,Bell Centre,-205.3,2018,6,15
2018-06-15,Vacation:Holiday Spending,Bell Centre,Bell Centre,30.43,2018,6,15
2018-06-16,Vacation:Holiday Spending,Archibalds,Archibalds,-34.97,2018,6,16
2018-06-17,Family:Mum - Dad,Currys,Currys,-159.99,2018,6,17
2018-06-17,Food:Take Away,7 Spice,7 Spice,-20.7,2018,6,17
2018-06-18,Food:Lunch,Lunch At Work,Lunch At Work,-7.2,2018,6,18
2018-06-18,Insurance,Credit Expert,Credit Expert,-14.99,2018,6,18
2018-06-18,Shopping,Shopping,Shopping,-13.95,2018,6,18
2018-06-18,Shopping,Shopping Asda,Shopping Asda,-4.58,2018,6,18
2018-06-18,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2018,6,18
2018-06-18,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,200.0,2018,6,18
2018-06-18,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2018,6,18
2018-06-18,Transfer (Outward),Transfer to Nationwide Credit Card,Transfer to Nationwide Credit Card,-200.0,2018,6,18
2018-06-19,Family:Mum - Dad,Mum,Mum,180.0,2018,6,19
2018-06-19,Household:Gas - Electricity,Scottish Gas,Scottish Gas,60.0,2018,6,19
2018-06-19,Insurance:Life Insurance,L&G,L&G,-16.84,2018,6,19
2018-06-19,Restaurant,Restaurants,Restaurants,-100.0,2018,6,19
2018-06-19,Shopping,Shopping Asda,Shopping Asda,-5.2,2018,6,19
2018-06-19,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-50.26,2018,6,19
2018-06-20,Food:Lunch,Lunch At Work,Lunch At Work,-8.2,2018,6,20
2018-06-20,Household:Gas - Electricity,Iresa,Iresa,-57.0,2018,6,20
2018-06-20,Income,Salary,Salary,3488.29,2018,6,20
2018-06-21,Shopping,Shopping Asda,Shopping Asda,-10.7,2018,6,21
2018-06-22,Sports:Betting,Children's Lotto,Children's Lotto,-9.0,2018,6,22
2018-06-22,Transfer (Inward),Transfer from BoS,Transfer from BoS,3000.0,2018,6,22
2018-06-22,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3000.0,2018,6,22
2018-06-23,Shopping,Shopping Asda,Shopping Asda,-4.75,2018,6,23
2018-06-25,Food:Lunch,Lunch At Work,Lunch At Work,-6.75,2018,6,25
2018-06-25,Shopping,Shopping,Shopping,-14.0,2018,6,25
2018-06-27,Self,Dentist,Dentist,-12.6,2018,6,27
2018-06-28,Car:Car Loan,MBFIN,MBFIN,-286.41,2018,6,28
2018-06-28,Family:Liam,Spotify,Spotify,-14.99,2018,6,28
2018-06-28,Food:Lunch,Lunch At Work,Lunch At Work,-7.25,2018,6,28
2018-06-28,Mobile:Mobile Phone Bills,EE,EE,-52.94,2018,6,28
2018-06-28,Others,Transfer from Nationwide,Transfer from Nationwide,14.99,2018,6,28
2018-06-28,Transfer (Inward),Transfer from BoS,Transfer from BoS,340.0,2018,6,28
2018-06-28,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,1.0,2018,6,28
2018-06-28,Transfer (Inward),Transfer from BoS,Transfer from BoS,150.0,2018,6,28
2018-06-28,Transfer (Outward),Transfer to Smile,Transfer to Smile,-150.0,2018,6,28
2018-06-28,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-340.0,2018,6,28
2018-06-28,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-14.99,2018,6,28
2018-06-28,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-1.0,2018,6,28
2018-06-29,Computer,HP Printer Ink,HP Printer Ink,-1.99,2018,6,29
2018-06-29,Family:June,Amazon,Amazon,-4.49,2018,6,29
2018-06-29,Shopping,Shopping,Shopping,-5.0,2018,6,29
2018-06-29,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,340.0,2018,6,29
2018-06-29,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-340.0,2018,6,29
2018-06-30,Bank:Bank Charges,Nationwide Subscription,Nationwide Subscription,-13.0,2018,6,30
2018-06-30,Bank:Bank Charges,Bank Interest,Bank Interest,4.11,2018,6,30
2018-06-30,Food:Take Away,7 Spice,7 Spice,-22.5,2018,6,30
2018-06-30,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,340.0,2018,6,30
2018-06-30,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-340.0,2018,6,30
2018-07-01,Entertainment,Gun Fair Scone,Gun Fair Scone,-5.0,2018,7,1
2018-07-01,Household:Mortgage,Mortgage,Mortgage,-792.09,2018,7,1
2018-07-01,Household:TV,TV Licence,TV Licence,-12.37,2018,7,1
2018-07-01,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-57.64,2018,7,1
2018-07-02,Family:Liam,Go Henry,Go Henry,-80.5,2018,7,2
2018-07-02,Food:Lunch,Lunch At Work,Lunch At Work,-7.0,2018,7,2
2018-07-02,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,40.0,2018,7,2
2018-07-02,Transfer (Outward),Transfer to Cash,Transfer to Cash,-40.0,2018,7,2
2018-07-03,Car:Car Loan,FCA - Fiat Loan,FCA - Fiat Loan,-179.69,2018,7,3
2018-07-03,Food:Take Away,7 Spice,7 Spice,-6.2,2018,7,3
2018-07-03,Shopping,Shopping,Shopping,-10.0,2018,7,3
2018-07-03,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,340.0,2018,7,3
2018-07-03,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-340.0,2018,7,3
2018-07-04,Family:Liam,Liam,Liam,-20.0,2018,7,4
2018-07-04,Food:Lunch,Lunch At Work,Lunch At Work,-9.85,2018,7,4
2018-07-04,Household:Mortgage,Mortgage Express,Mortgage Express,-50.0,2018,7,4
2018-07-04,Household:Phone - Broadband,BT,BT,-74.48,2018,7,4
2018-07-04,Shopping,NHS,NHS,-4.2,2018,7,4
2018-07-05,Family:Mum - Dad,Card Shop,Card Shop,-3.5,2018,7,5
2018-07-05,Food:Lunch,Lunch,Lunch,-15.0,2018,7,5
2018-07-06,Family:Liam,Liam,Liam,-20.0,2018,7,6
2018-07-06,Food:Take Away,Take Away,Take Away,-17.85,2018,7,6
2018-07-06,Shopping,Shopping,Shopping,-2.9,2018,7,6
2018-07-06,Shopping,Shopping Asda,Shopping Asda,-6.59,2018,7,6
2018-07-06,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2018,7,6
2018-07-06,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2018,7,6
2018-07-07,Shopping,Shopping,Shopping,-9.0,2018,7,7
2018-07-07,Shopping,Shopping,Shopping,-3.85,2018,7,7
2018-07-07,Shopping,Tesco,Tesco,-1.4,2018,7,7
2018-07-09,Family:Liam,JD Sports,JD Sports,-62.05,2018,7,9
2018-07-09,Family:Mum - Dad,Mum,Mum,15.0,2018,7,9
2018-07-09,Food:Lunch,Lunch At Work,Lunch At Work,-8.2,2018,7,9
2018-07-09,Household:Council Tax,South Lanarkshire Council,South Lanarkshire Council,-247.0,2018,7,9
2018-07-09,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,114.49,2018,7,9
2018-07-09,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,200.0,2018,7,9
2018-07-09,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-114.49,2018,7,9
2018-07-09,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-200.0,2018,7,9
2018-07-09,Travel:Fuel,Petrol,Petrol,-54.67,2018,7,9
2018-07-10,Family:Mum - Dad,Shopping,Shopping,-15.99,2018,7,10
2018-07-11,Shopping,Asda,Asda,-4.25,2018,7,11
2018-07-12,Bank:Bank Charges,Bank Interest,Bank Interest,-4.17,2018,7,12
2018-07-12,Bank:Bank Charges,Bank Interest,Bank Interest,-2.49,2018,7,12
2018-07-14,Food:Lunch,Lunch,Lunch,-15.5,2018,7,14
2018-07-15,Car,Merc Service,Merc Service,-36.0,2018,7,15
2018-07-16,Shopping,MNH Foods,MNH Foods,-15.7,2018,7,16
2018-07-17,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2018,7,17
2018-07-17,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2018,7,17
2018-07-18,Insurance,Credit Expert,Credit Expert,-14.99,2018,7,18
2018-07-19,Insurance:Life Insurance,L&G,L&G,-16.84,2018,7,19
2018-07-20,Family:Mum - Dad,Mums Funeral,Mums Funeral,-65.0,2018,7,20
2018-07-20,Family:Mum - Dad,Mums Savings,Mums Savings,14503.42,2018,7,20
2018-07-20,Food:Lunch,Lunch,Lunch,-15.64,2018,7,20
2018-07-20,Food:Take Away,7 Spice,7 Spice,-24.9,2018,7,20
2018-07-20,Food:Take Away,7 Spice,7 Spice,-20.2,2018,7,20
2018-07-20,Household:Gas - Electricity,Iresa,Iresa,-57.0,2018,7,20
2018-07-20,Income,Salary,Salary,3488.3,2018,7,20
2018-07-20,Restaurant,Tip Mums Funeral,Tip Mums Funeral,-40.0,2018,7,20
2018-07-20,Shopping,Sainsbury Shopping,Sainsbury Shopping,-21.95,2018,7,20
2018-07-20,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,100.0,2018,7,20
2018-07-20,Transfer (Outward),Transfer to Cash,Transfer to Cash,-100.0,2018,7,20
2018-07-20,Travel,Taxi Mums Funeral,Taxi Mums Funeral,-5.0,2018,7,20
2018-07-21,Sports:Football,Thorniewood V Troon,Thorniewood V Troon,-5.0,2018,7,21
2018-07-21,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,3640.65,2018,7,21
2018-07-21,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,11000.0,2018,7,21
2018-07-21,Transfer (Outward),Transfer to Nationwide Credit Card,Transfer to Nationwide Credit Card,-3640.65,2018,7,21
2018-07-21,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-11000.0,2018,7,21
2018-07-22,Transfer (Inward),Transfer from BoS,Transfer from BoS,3000.0,2018,7,22
2018-07-22,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3000.0,2018,7,22
2018-07-23,Car,Car Wash,Car Wash,-6.0,2018,7,23
2018-07-23,Family:Liam,Go Henry,Go Henry,-80.0,2018,7,23
2018-07-23,Food:Take Away,KFC,KFC,-5.13,2018,7,23
2018-07-23,Food:Take Away,Equis,Equis,-11.65,2018,7,23
2018-07-23,Shopping,Asda,Asda,-13.07,2018,7,23
2018-07-23,Sports:Betting,Children's Lotto,Children's Lotto,-9.0,2018,7,23
2018-07-24,Food:Take Away,Coffee,Coffee,-1.1,2018,7,24
2018-07-24,Shopping,Tesco,Tesco,-7.15,2018,7,24
2018-07-24,Shopping,Asda,Asda,-9.84,2018,7,24
2018-07-24,Shopping,Amazon,Amazon,-25.98,2018,7,24
2018-07-25,Shopping,Tesco,Tesco,-1.49,2018,7,25
2018-07-25,Shopping,Asda,Asda,-5.8,2018,7,25
2018-07-26,Transfer (Inward),Transfer from BoS,Transfer from BoS,340.0,2018,7,26
2018-07-26,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,13.99,2018,7,26
2018-07-26,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,300.0,2018,7,26
2018-07-26,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-340.0,2018,7,26
2018-07-26,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-13.99,2018,7,26
2018-07-26,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-300.0,2018,7,26
2018-07-27,Food:Lunch,Greggs,Greggs,-6.0,2018,7,27
2018-07-27,Food:Take Away,Chilli Pepper,Chilli Pepper,-13.45,2018,7,27
2018-07-27,Shopping,Sainsbury Shopping,Sainsbury Shopping,-13.1,2018,7,27
2018-07-27,Sports:Betting,McBookie.com,McBookie.com,50.0,2018,7,27
2018-07-28,Family:Liam,Spotify,Spotify,-14.99,2018,7,28
2018-07-28,Family:Samantha,Wicks,Wicks,-8.5,2018,7,28
2018-07-28,Shopping,Co-Op,Co-Op,-6.71,2018,7,28
2018-07-28,Sports:Betting,McBookie.com,McBookie.com,-50.0,2018,7,28
2018-07-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2018,7,28
2018-07-28,Transfer (Outward),Transfer to Smile Current Account,Transfer to Smile Current Account,-150.0,2018,7,28
2018-07-29,Shopping,Shopping,Shopping,-10.0,2018,7,29
2018-07-30,Car:Car Loan,MBFIN,MBFIN,-286.41,2018,7,30
2018-07-30,Computer,HP Printer Ink,HP Printer Ink,-1.99,2018,7,30
2018-07-30,Food:Lunch,Lunch At Work,Lunch At Work,-5.3,2018,7,30
2018-07-30,Food:Take Away,Chilli Pepper,Chilli Pepper,-18.35,2018,7,30
2018-07-30,Mobile:Mobile Phone Bills,EE,EE,-56.6,2018,7,30
2018-07-30,Travel:Fuel,Petrol,Petrol,-52.89,2018,7,30
2018-07-30,Travel:Fuel,Petrol,Petrol,-57.94,2018,7,30
2018-07-31,Bank:Bank Charges,Nationwide Subscription,Nationwide Subscription,-13.0,2018,7,31
2018-07-31,Bank:Bank Charges,Bank Interest,Bank Interest,4.04,2018,7,31
2018-07-31,Ice Hockey: Tickets,Braehead Clan,Braehead Clan,-56.0,2018,7,31
2018-07-31,Ice Hockey: Tickets,Glasgow Clan,Glasgow Clan,-56.0,2018,7,31
2018-07-31,Shopping,Amazon,Amazon,-31.0,2018,7,31
2018-07-31,Shopping,Asda,Asda,-9.35,2018,7,31
2018-07-31,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2018,7,31
2018-07-31,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2018,7,31
2018-08-01,Food:Lunch,Lunch At Work,Lunch At Work,-6.1,2018,8,1
2018-08-01,Household:Mortgage,Mortgage Express,Mortgage Express,-792.09,2018,8,1
2018-08-01,Household:TV,TV Licence,TV Licence,-12.43,2018,8,1
2018-08-01,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,56.0,2018,8,1
2018-08-01,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-56.0,2018,8,1
2018-08-02,Food:Lunch,Lunch At Work,Lunch At Work,-7.5,2018,8,2
2018-08-02,Shopping,Asda,Asda,-5.11,2018,8,2
2018-08-03,Entertainment,Hotel Winter Ball,Hotel Winter Ball,-86.44,2018,8,3
2018-08-03,Shopping,Tesco,Tesco,-1.15,2018,8,3
2018-08-04,Car:Car Loan,FCA - Fiat Loan,FCA - Fiat Loan,-179.69,2018,8,4
2018-08-04,Mobile,Lookout Security,Lookout Security,-20.0,2018,8,4
2018-08-04,Shopping,Shopping,Shopping,-15.0,2018,8,4
2018-08-06,Food:Lunch,Lunch At Work,Lunch At Work,-7.25,2018,8,6
2018-08-06,Household:Mortgage,Mortgage Express,Mortgage Express,-50.0,2018,8,6
2018-08-06,Household:Phone - Broadband,BT,BT,-74.48,2018,8,6
2018-08-06,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,19.05,2018,8,6
2018-08-06,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-19.05,2018,8,6
2018-08-06,Travel:Fuel,Petrol,Petrol,-58.77,2018,8,6
2018-08-07,Household:Council Tax,South Lanarkshire Council,South Lanarkshire Council,-247.0,2018,8,7
2018-08-08,Family:Mum - Dad,Mum Penny Policy,Mum Penny Policy,29.42,2018,8,8
2018-08-08,Food:Lunch,Lunch At Work,Lunch At Work,-8.35,2018,8,8
2018-08-08,Shopping,Asda,Asda,-9.03,2018,8,8
2018-08-10,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2018,8,10
2018-08-10,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2018,8,10
2018-08-11,Shopping,Shopping,Shopping,-25.0,2018,8,11
2018-08-11,Shopping,Shopping,Shopping,-2.98,2018,8,11
2018-08-11,Travel,Passport,Passport,-75.5,2018,8,11
2018-08-13,Computer,1 & 1 Internet,1 & 1 Internet,-28.76,2018,8,13
2018-08-13,Food:Lunch,Lunch At Work,Lunch At Work,-8.0,2018,8,13
2018-08-13,Food:Take Away,7 Spice,7 Spice,-20.3,2018,8,13
2018-08-13,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,28.76,2018,8,13
2018-08-13,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-28.76,2018,8,13
2018-08-14,Shopping,Shopping,Shopping,-2.5,2018,8,14
2018-08-15,Car,Merc Service,Merc Service,-36.0,2018,8,15
2018-08-15,Food:Lunch,Lunch At Work,Lunch At Work,-7.0,2018,8,15
2018-08-15,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-62.71,2018,8,15
2018-08-16,Computer,Mcafee,Mcafee,-29.21,2018,8,16
2018-08-16,Family:June,Birth Certificate,Birth Certificate,-12.89,2018,8,16
2018-08-16,Food:Lunch,Lunch At Work,Lunch At Work,-7.5,2018,8,16
2018-08-16,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,12.89,2018,8,16
2018-08-16,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-12.89,2018,8,16
2018-08-18,Family:Mum - Dad,Mum,Mum,170.0,2018,8,18
2018-08-18,Food:Take Away,7 Spice,7 Spice,-11.5,2018,8,18
2018-08-18,Ice Hockey: Tickets,Ice Hockey,Ice Hockey,-34.8,2018,8,18
2018-08-18,Insurance,Credit Expert,Credit Expert,-14.99,2018,8,18
2018-08-18,Restaurant,Rolling Barrel,Rolling Barrel,-28.85,2018,8,18
2018-08-18,Shopping,Shopping,Shopping,-13.0,2018,8,18
2018-08-19,Ice Hockey,Ice Hockey,Ice Hockey,-15.0,2018,8,19
2018-08-20,Family:Liam,Go Henry,Go Henry,-80.0,2018,8,20
2018-08-20,Food:Lunch,Lunch At Work,Lunch At Work,-7.65,2018,8,20
2018-08-20,Income,Salary,Salary,3488.29,2018,8,20
2018-08-20,Insurance:Life Insurance,L&G,L&G,-16.84,2018,8,20
2018-08-21,Car,Car Tyres Merc,Car Tyres Merc,-531.0,2018,8,21
2018-08-21,Family:Mum - Dad,Amazon,Amazon,-10.25,2018,8,21
2018-08-21,Household:Gas - Electricity,Iresa,Iresa,-57.0,2018,8,21
2018-08-21,Shopping,Sainsbury Shopping,Sainsbury Shopping,-8.15,2018,8,21
2018-08-22,Food:Lunch,Lunch At Work,Lunch At Work,-8.75,2018,8,22
2018-08-22,Self,Ancestry,Ancestry,-13.99,2018,8,22
2018-08-22,Sports:Betting,Children's Lotto,Children's Lotto,-8.0,2018,8,22
2018-08-22,Transfer (Inward),Transfer from BoS,Transfer from BoS,3000.0,2018,8,22
2018-08-22,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,13.99,2018,8,22
2018-08-22,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3000.0,2018,8,22
2018-08-22,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-13.99,2018,8,22
2018-08-23,Sports:Golf,Amazon Golf Stuff,Amazon Golf Stuff,-24.47,2018,8,23
2018-08-23,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-64.47,2018,8,23
2018-08-24,Food:Lunch,Poundland,Poundland,-2.0,2018,8,24
2018-08-25,Entertainment,Winter Ball,Winter Ball,-70.0,2018,8,25
2018-08-25,Family:Mum - Dad,Gardener,Gardener,-100.0,2018,8,25
2018-08-25,Ice Hockey,Ice Hockey,Ice Hockey,-10.0,2018,8,25
2018-08-25,Shopping,Shopping,Shopping,-10.0,2018,8,25
2018-08-25,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,100.0,2018,8,25
2018-08-25,Transfer (Outward),Transfer to Cash,Transfer to Cash,-100.0,2018,8,25
2018-08-26,Ice Hockey,Ice Hockey,Ice Hockey,-5.0,2018,8,26
2018-08-27,Food:Take Away,7 Spice,7 Spice,-19.4,2018,8,27
2018-08-27,Shopping,Co-Op,Co-Op,-4.09,2018,8,27
2018-08-27,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,10.0,2018,8,27
2018-08-27,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,90.0,2018,8,27
2018-08-27,Transfer (Outward),Transfer to Cash,Transfer to Cash,-10.0,2018,8,27
2018-08-27,Transfer (Outward),Transfer to Cash,Transfer to Cash,-90.0,2018,8,27
2018-08-28,Car:Car Loan,MBFIN,MBFIN,-286.41,2018,8,28
2018-08-28,Family:Liam,Spotify,Spotify,-14.99,2018,8,28
2018-08-28,Transfer (Inward),Transfer from BoS,Transfer from BoS,340.0,2018,8,28
2018-08-28,Transfer (Inward),Transfer from BoS,Transfer from BoS,150.0,2018,8,28
2018-08-28,Transfer (Outward),Transfer to Smile,Transfer to Smile,-150.0,2018,8,28
2018-08-28,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-340.0,2018,8,28
2018-08-29,Family:June,Perfume,Perfume,-77.77,2018,8,29
2018-08-29,Food:Lunch,Lunch At Work,Lunch At Work,-10.0,2018,8,29
2018-08-29,Mobile:Mobile Phone Bills,EE,EE,-51.16,2018,8,29
2018-08-29,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,14.99,2018,8,29
2018-08-29,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-14.99,2018,8,29
2018-08-29,Travel,Car Park,Car Park,-3.8,2018,8,29
2018-08-30,Food:Lunch,Lunch At Work,Lunch At Work,-9.5,2018,8,30
2018-08-30,Household:Maintenance,Newton Property,Newton Property,-295.03,2018,8,30
2018-08-31,Bank:Bank Charges,Bank Interest,Bank Interest,4.12,2018,8,31
2018-08-31,Bank:Bank Charges,Bank Charges,Bank Charges,-13.0,2018,8,31
2018-08-31,Family:Mum - Dad,NS&I,NS&I,8397.83,2018,8,31
2018-08-31,Food:Take Away,7 Spice,7 Spice,-25.0,2018,8,31
2018-08-31,Ice Hockey: Tickets,Fife Flyers,Fife Flyers,-35.5,2018,8,31
2018-08-31,Shopping,Shopping,Shopping,-10.95,2018,8,31
2018-08-31,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,35.0,2018,8,31
2018-08-31,Transfer (Outward),Transfer to Smile,Transfer to Smile,-35.0,2018,8,31
2018-08-31,Travel:Fuel,Petrol,Petrol,-68.04,2018,8,31
2018-09-01,Family:Mum - Dad,Inheritance,Inheritance,2579.37,2018,9,1
2018-09-01,Restaurant,Rolling Barrel,Rolling Barrel,-18.9,2018,9,1
2018-09-01,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,530.0,2018,9,1
2018-09-01,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,8400.0,2018,9,1
2018-09-01,Transfer (Outward),Transfer to Savings Nationwide,Transfer to Savings Nationwide,-8400.0,2018,9,1
2018-09-01,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-530.0,2018,9,1
2018-09-03,Car:Car Loan,FCA - Fiat Loan,FCA - Fiat Loan,-179.69,2018,9,3
2018-09-03,Family:Samantha,Axa Car Insurance,Axa Car Insurance,-24.54,2018,9,3
2018-09-03,Family:Samantha,Axa Car Insurance,Axa Car Insurance,-28.2,2018,9,3
2018-09-03,Family:Samantha,Axa Car Insurance,Axa Car Insurance,11.03,2018,9,3
2018-09-03,Food:Lunch,Lunch At Work,Lunch At Work,-6.5,2018,9,3
2018-09-03,Food:Take Away,McDonald's,McDonald's,-9.5,2018,9,3
2018-09-03,Food:Take Away,McDonald's,McDonald's,-11.15,2018,9,3
2018-09-03,Household:Mortgage,Mortgage Express,Mortgage Express,-803.33,2018,9,3
2018-09-03,Household:TV,TV Licence,TV Licence,-12.37,2018,9,3
2018-09-03,Ice Hockey: Tickets,Dundee Ice Arena,Dundee Ice Arena,-30.0,2018,9,3
2018-09-04,Family:Liam,Liam,Liam,-20.0,2018,9,4
2018-09-04,Household:Mortgage,Mortgage Express,Mortgage Express,-50.0,2018,9,4
2018-09-05,Car,Merc Service MOT,Merc Service MOT,-40.0,2018,9,5
2018-09-05,Family:Liam,Go Henry,Go Henry,-80.0,2018,9,5
2018-09-05,Food:Lunch,Lunch At Work,Lunch At Work,-8.9,2018,9,5
2018-09-05,Food:Lunch,Poundland,Poundland,-1.0,2018,9,5
2018-09-05,Household:Phone - Broadband,BT,BT,-74.8,2018,9,5
